"household_id","province","urban_rural","household_size","income_category","enumeration_area","dwelling_type"
2408,"Gauteng","Urban",2,"Medium","EA_0351","Flat"
2409,"Mpumalanga","Urban",4,"Low","EA_0209","Flat"
2410,"Gauteng","Urban",4,"Medium","EA_0500","Informal"
2411,"Gauteng","Rural",6,"Medium","EA_0397","House"
2412,"KwaZulu-Natal","Urban",3,"High","EA_0210","House"
2413,"Limpopo","Rural",4,"Medium","EA_0080","Traditional"
2414,"Limpopo","Rural",2,"Low","EA_0168","House"
2415,"Gauteng","Urban",3,"Medium","EA_0445","Townhouse"
2416,"Gauteng","Urban",4,"Medium","EA_0260","House"
2417,"KwaZulu-Natal","Rural",4,"Low","EA_0326","House"
2418,"KwaZulu-Natal","Urban",7,"Low","EA_0450","House"
2419,"Free State","Urban",10,"Medium","EA_0178","House"
2420,"Gauteng","Urban",2,"Low","EA_0161","Flat"
2421,"Mpumalanga","Urban",5,"High","EA_0457","Flat"
2422,"Mpumalanga","Rural",6,"Low","EA_0171","Informal"
2423,"Eastern Cape","Rural",4,"High","EA_0072","House"
2424,"KwaZulu-Natal","Urban",6,"Medium","EA_0100","Townhouse"
2425,"Mpumalanga","Urban",7,"High","EA_0123","House"
2426,"North West","Urban",5,"Low","EA_0118","Townhouse"
2427,"KwaZulu-Natal","Urban",3,"Medium","EA_0232","Townhouse"
2428,"Mpumalanga","Rural",1,"Low","EA_0014","Traditional"
2429,"Western Cape","Rural",3,"High","EA_0100","House"
2430,"Mpumalanga","Rural",5,"Medium","EA_0183","House"
2431,"Gauteng","Urban",5,"High","EA_0041","House"
2432,"North West","Urban",4,"Medium","EA_0055","Flat"
2433,"Mpumalanga","Urban",4,"Low","EA_0394","House"
2434,"Limpopo","Rural",3,"Medium","EA_0450","Traditional"
2435,"Limpopo","Rural",5,"Low","EA_0458","House"
2436,"Free State","Urban",4,"Medium","EA_0021","Flat"
2437,"North West","Rural",9,"Medium","EA_0299","House"
2438,"KwaZulu-Natal","Urban",3,"Low","EA_0282","House"
2439,"Western Cape","Urban",6,"Medium","EA_0293","Townhouse"
2440,"Eastern Cape","Rural",3,"Low","EA_0492","House"
2441,"Gauteng","Rural",4,"Medium","EA_0283","House"
2442,"KwaZulu-Natal","Rural",7,"Medium","EA_0484","House"
2443,"Gauteng","Urban",4,"Low","EA_0470","House"
2444,"Western Cape","Urban",5,"Low","EA_0030","Flat"
2445,"Eastern Cape","Rural",5,"Medium","EA_0103","House"
2446,"Western Cape","Urban",3,"Medium","EA_0035","House"
2447,"Gauteng","Urban",3,"Low","EA_0148","House"
2448,"Limpopo","Rural",5,"Low","EA_0396","House"
2449,"Limpopo","Urban",4,"Low","EA_0130","Townhouse"
2450,"Mpumalanga","Urban",6,"Low","EA_0038","Townhouse"
2451,"Western Cape","Rural",6,"Medium","EA_0179","House"
2452,"Limpopo","Urban",8,"Low","EA_0139","House"
2453,"Eastern Cape","Urban",6,"High","EA_0403","Flat"
2454,"Limpopo","Rural",4,"Medium","EA_0205","House"
2455,"Gauteng","Urban",3,"Low","EA_0376","House"
2456,"Western Cape","Urban",2,"Low","EA_0362","Townhouse"
2457,"Gauteng","Urban",7,"High","EA_0400","Townhouse"
2458,"KwaZulu-Natal","Rural",4,"High","EA_0057","Traditional"
2459,"Limpopo","Urban",6,"Low","EA_0361","Flat"
2460,"Western Cape","Urban",3,"Medium","EA_0395","House"
2461,"Northern Cape","Urban",5,"Low","EA_0432","House"
2462,"Gauteng","Urban",6,"Medium","EA_0019","Townhouse"
2463,"Northern Cape","Urban",4,"Medium","EA_0394","Townhouse"
2464,"Limpopo","Urban",2,"Medium","EA_0208","Townhouse"
2465,"KwaZulu-Natal","Urban",6,"Medium","EA_0191","Flat"
2466,"Gauteng","Urban",3,"Low","EA_0149","House"
2467,"Eastern Cape","Urban",7,"High","EA_0007","Informal"
2468,"Western Cape","Urban",3,"Low","EA_0355","Flat"
2469,"Gauteng","Urban",4,"Medium","EA_0069","Flat"
2470,"KwaZulu-Natal","Rural",4,"Medium","EA_0163","Traditional"
2471,"Western Cape","Rural",1,"High","EA_0354","Informal"
2472,"KwaZulu-Natal","Rural",8,"Low","EA_0443","House"
2473,"Western Cape","Urban",6,"Low","EA_0139","House"
2474,"Gauteng","Urban",8,"Medium","EA_0134","Informal"
2475,"Gauteng","Rural",2,"High","EA_0447","House"
2476,"KwaZulu-Natal","Rural",3,"Low","EA_0491","House"
2477,"Limpopo","Rural",4,"Low","EA_0212","House"
2478,"Western Cape","Urban",3,"Low","EA_0423","Flat"
2479,"Limpopo","Urban",5,"High","EA_0364","House"
2480,"Western Cape","Rural",3,"High","EA_0226","Informal"
2481,"Limpopo","Rural",4,"Low","EA_0371","Traditional"
2482,"Mpumalanga","Urban",5,"High","EA_0407","House"
2483,"Mpumalanga","Urban",6,"Medium","EA_0475","House"
2484,"KwaZulu-Natal","Urban",7,"Low","EA_0131","Townhouse"
2485,"North West","Rural",7,"Low","EA_0456","House"
2486,"KwaZulu-Natal","Rural",5,"Medium","EA_0137","House"
2487,"KwaZulu-Natal","Rural",8,"High","EA_0458","House"
2488,"Gauteng","Urban",4,"Medium","EA_0333","Townhouse"
2489,"Gauteng","Urban",3,"Medium","EA_0253","Flat"
2490,"KwaZulu-Natal","Urban",9,"Low","EA_0485","House"
2491,"KwaZulu-Natal","Urban",8,"Medium","EA_0422","House"
2492,"Western Cape","Rural",2,"Low","EA_0242","Traditional"
2493,"Limpopo","Rural",6,"Low","EA_0134","House"
2494,"Gauteng","Rural",4,"Medium","EA_0478","Traditional"
2495,"Western Cape","Rural",3,"Low","EA_0480","Traditional"
2496,"Gauteng","Urban",3,"Medium","EA_0414","House"
2497,"Free State","Urban",3,"Low","EA_0149","Townhouse"
2498,"KwaZulu-Natal","Urban",3,"Medium","EA_0393","House"
2499,"Gauteng","Rural",2,"Medium","EA_0032","House"
2500,"Gauteng","Urban",5,"High","EA_0198","Flat"
2501,"Eastern Cape","Rural",1,"Medium","EA_0283","Informal"
2502,"Western Cape","Urban",2,"Medium","EA_0152","Flat"
2503,"Gauteng","Urban",8,"Low","EA_0427","Townhouse"
2504,"Limpopo","Urban",3,"High","EA_0317","Informal"
2505,"KwaZulu-Natal","Urban",2,"Medium","EA_0425","Townhouse"
2506,"Western Cape","Rural",7,"Low","EA_0264","House"
2507,"Gauteng","Urban",4,"Low","EA_0479","House"
2508,"Gauteng","Urban",8,"Medium","EA_0359","Flat"
2509,"Mpumalanga","Urban",3,"High","EA_0491","House"
2510,"Gauteng","Urban",7,"Low","EA_0229","Flat"
2511,"Eastern Cape","Urban",5,"Medium","EA_0344","House"
2512,"Gauteng","Urban",3,"High","EA_0194","House"
2513,"Western Cape","Rural",5,"Medium","EA_0238","Traditional"
2514,"KwaZulu-Natal","Urban",5,"Medium","EA_0073","Informal"
2515,"Gauteng","Urban",3,"Medium","EA_0321","Townhouse"
2516,"KwaZulu-Natal","Rural",2,"Low","EA_0403","Traditional"
2517,"KwaZulu-Natal","Urban",4,"High","EA_0441","Townhouse"
2518,"Free State","Rural",7,"Medium","EA_0303","Traditional"
2519,"KwaZulu-Natal","Urban",6,"Medium","EA_0419","House"
2520,"Mpumalanga","Urban",9,"Low","EA_0075","Townhouse"
2521,"Eastern Cape","Rural",7,"Low","EA_0290","Informal"
2522,"KwaZulu-Natal","Rural",7,"Medium","EA_0377","Informal"
2523,"Gauteng","Rural",5,"Low","EA_0476","House"
2524,"KwaZulu-Natal","Urban",6,"Low","EA_0251","House"
2525,"Western Cape","Rural",3,"Medium","EA_0177","House"
2526,"KwaZulu-Natal","Urban",5,"Low","EA_0425","House"
2527,"Limpopo","Rural",4,"Low","EA_0205","House"
2528,"Mpumalanga","Urban",4,"Medium","EA_0396","Flat"
2529,"Gauteng","Urban",5,"Low","EA_0104","House"
2530,"North West","Rural",2,"High","EA_0425","Informal"
2531,"Western Cape","Urban",5,"Medium","EA_0092","Informal"
2532,"Western Cape","Rural",3,"Low","EA_0370","Traditional"
2533,"Mpumalanga","Rural",5,"Low","EA_0245","House"
2534,"Gauteng","Urban",2,"Medium","EA_0023","House"
2535,"KwaZulu-Natal","Rural",6,"Medium","EA_0371","House"
2536,"Western Cape","Rural",3,"Medium","EA_0148","Traditional"
2537,"Western Cape","Urban",5,"Low","EA_0137","Flat"
2538,"KwaZulu-Natal","Urban",6,"Medium","EA_0491","Townhouse"
2539,"Eastern Cape","Urban",5,"Low","EA_0224","Flat"
2540,"Limpopo","Urban",4,"Low","EA_0225","Flat"
2541,"Gauteng","Rural",11,"Low","EA_0038","House"
2542,"KwaZulu-Natal","Urban",2,"Medium","EA_0369","Townhouse"
2543,"Western Cape","Rural",3,"Low","EA_0028","Traditional"
2544,"Mpumalanga","Rural",4,"Medium","EA_0006","House"
2545,"Gauteng","Rural",6,"Low","EA_0093","House"
2546,"Western Cape","Rural",7,"High","EA_0242","House"
2547,"Gauteng","Urban",7,"Low","EA_0146","Informal"
2548,"Limpopo","Urban",4,"Low","EA_0330","Townhouse"
2549,"Free State","Urban",3,"Medium","EA_0474","Flat"
2550,"Mpumalanga","Urban",5,"Low","EA_0421","Flat"
2551,"KwaZulu-Natal","Rural",3,"Low","EA_0279","Informal"
2552,"Free State","Urban",3,"Low","EA_0037","House"
2553,"Limpopo","Urban",2,"Low","EA_0401","House"
2554,"Western Cape","Urban",8,"Medium","EA_0026","House"
2555,"KwaZulu-Natal","Urban",6,"Low","EA_0185","House"
2556,"KwaZulu-Natal","Rural",4,"Medium","EA_0485","Informal"
2557,"Free State","Urban",5,"Low","EA_0336","Townhouse"
2558,"Western Cape","Urban",5,"High","EA_0457","House"
2559,"North West","Urban",4,"Medium","EA_0010","Flat"
2560,"Gauteng","Urban",6,"Low","EA_0312","Flat"
2561,"Gauteng","Urban",4,"Low","EA_0365","House"
2562,"Gauteng","Rural",8,"Low","EA_0341","Traditional"
2563,"KwaZulu-Natal","Urban",6,"High","EA_0184","Flat"
2564,"KwaZulu-Natal","Urban",1,"High","EA_0311","House"
2565,"Mpumalanga","Rural",6,"High","EA_0194","House"
2566,"Western Cape","Rural",1,"Low","EA_0349","House"
2567,"North West","Urban",2,"Low","EA_0179","House"
2568,"Gauteng","Urban",4,"High","EA_0228","House"
2569,"Gauteng","Rural",5,"Low","EA_0371","House"
2570,"Limpopo","Urban",3,"Medium","EA_0027","House"
2571,"Mpumalanga","Urban",3,"Low","EA_0188","Informal"
2572,"Gauteng","Urban",4,"Medium","EA_0055","House"
2573,"Gauteng","Urban",6,"High","EA_0026","Townhouse"
2574,"KwaZulu-Natal","Urban",4,"High","EA_0326","Townhouse"
2575,"Mpumalanga","Urban",5,"High","EA_0451","House"
2576,"North West","Urban",4,"Medium","EA_0227","Flat"
2577,"Gauteng","Urban",5,"Low","EA_0500","House"
2578,"Gauteng","Urban",6,"Low","EA_0208","House"
2579,"KwaZulu-Natal","Urban",3,"Low","EA_0034","House"
2580,"Eastern Cape","Urban",8,"Medium","EA_0392","Townhouse"
2581,"Gauteng","Urban",5,"Low","EA_0358","House"
2582,"Gauteng","Urban",3,"Medium","EA_0310","Flat"
2583,"Gauteng","Rural",4,"Low","EA_0158","Informal"
2584,"Mpumalanga","Rural",4,"Medium","EA_0452","Traditional"
2585,"KwaZulu-Natal","Rural",4,"Medium","EA_0168","House"
2586,"Limpopo","Rural",6,"Medium","EA_0475","Traditional"
2587,"Western Cape","Urban",1,"High","EA_0408","House"
2588,"Free State","Urban",2,"Low","EA_0039","House"
2589,"Eastern Cape","Urban",6,"Medium","EA_0289","House"
2590,"Gauteng","Urban",5,"Low","EA_0362","House"
2591,"Mpumalanga","Urban",5,"Low","EA_0307","House"
2592,"KwaZulu-Natal","Urban",5,"High","EA_0200","Townhouse"
2593,"Gauteng","Urban",3,"Medium","EA_0354","House"
2594,"Limpopo","Urban",4,"Low","EA_0279","House"
2595,"Gauteng","Urban",4,"Low","EA_0428","Flat"
2596,"KwaZulu-Natal","Rural",3,"Medium","EA_0262","House"
2597,"Limpopo","Urban",5,"Medium","EA_0113","House"
2598,"KwaZulu-Natal","Urban",5,"Medium","EA_0177","Townhouse"
2599,"KwaZulu-Natal","Urban",3,"Low","EA_0395","House"
2600,"North West","Urban",8,"Low","EA_0325","Flat"
2601,"Gauteng","Urban",4,"Medium","EA_0327","House"
2602,"Limpopo","Urban",3,"Medium","EA_0385","Flat"
2603,"Gauteng","Rural",6,"Low","EA_0461","House"
2604,"Eastern Cape","Urban",1,"Low","EA_0263","Flat"
2605,"Eastern Cape","Urban",6,"Low","EA_0332","Townhouse"
2606,"Gauteng","Urban",4,"Low","EA_0353","House"
2607,"Western Cape","Urban",3,"Low","EA_0169","Flat"
2608,"Mpumalanga","Urban",6,"Medium","EA_0405","Flat"
2609,"KwaZulu-Natal","Rural",3,"Low","EA_0019","House"
2610,"Eastern Cape","Rural",5,"High","EA_0124","House"
2611,"Eastern Cape","Urban",7,"High","EA_0253","House"
2612,"North West","Urban",5,"Low","EA_0229","Townhouse"
2613,"Gauteng","Urban",8,"Low","EA_0458","Townhouse"
2614,"Mpumalanga","Rural",6,"High","EA_0011","House"
2615,"North West","Urban",6,"Low","EA_0384","Townhouse"
2616,"Eastern Cape","Urban",4,"Medium","EA_0276","Informal"
2617,"Northern Cape","Urban",3,"Low","EA_0388","Townhouse"
2618,"KwaZulu-Natal","Urban",3,"Low","EA_0390","House"
2619,"Gauteng","Rural",3,"Low","EA_0211","House"
2620,"Western Cape","Rural",7,"Medium","EA_0245","Traditional"
2621,"Gauteng","Rural",5,"Medium","EA_0497","House"
2622,"Northern Cape","Rural",3,"Low","EA_0257","House"
2623,"Limpopo","Rural",6,"Low","EA_0114","House"
2624,"Free State","Urban",3,"Medium","EA_0294","Townhouse"
2625,"Gauteng","Urban",4,"Medium","EA_0168","House"
2626,"Gauteng","Urban",8,"Medium","EA_0215","Flat"
2627,"Free State","Rural",6,"Low","EA_0200","Traditional"
2628,"Northern Cape","Urban",5,"Low","EA_0189","Townhouse"
2629,"North West","Urban",2,"High","EA_0230","House"
2630,"Western Cape","Rural",5,"Medium","EA_0166","House"
2631,"Gauteng","Urban",4,"Medium","EA_0296","Townhouse"
2632,"KwaZulu-Natal","Urban",4,"Medium","EA_0172","Flat"
2633,"Gauteng","Urban",8,"Medium","EA_0104","Informal"
2634,"KwaZulu-Natal","Urban",6,"Low","EA_0352","House"
2635,"Western Cape","Urban",4,"Medium","EA_0209","Flat"
2636,"Limpopo","Urban",9,"Medium","EA_0228","House"
2637,"Western Cape","Urban",5,"Medium","EA_0008","Flat"
2638,"Mpumalanga","Urban",10,"Medium","EA_0061","Flat"
2639,"Northern Cape","Rural",4,"Low","EA_0281","House"
2640,"KwaZulu-Natal","Urban",5,"Medium","EA_0461","Flat"
2641,"Gauteng","Rural",6,"Low","EA_0362","Traditional"
2642,"Mpumalanga","Urban",1,"High","EA_0118","House"
2643,"Mpumalanga","Urban",7,"Low","EA_0055","House"
2644,"Mpumalanga","Rural",4,"High","EA_0219","House"
2645,"Gauteng","Urban",5,"Low","EA_0147","House"
2646,"Gauteng","Urban",3,"Low","EA_0159","Townhouse"
2647,"Eastern Cape","Rural",3,"High","EA_0332","House"
2648,"Gauteng","Urban",5,"Low","EA_0068","House"
2649,"KwaZulu-Natal","Urban",8,"Medium","EA_0172","House"
2650,"KwaZulu-Natal","Urban",9,"Low","EA_0075","Flat"
2651,"Limpopo","Urban",3,"Medium","EA_0413","Flat"
2652,"Gauteng","Urban",3,"Medium","EA_0070","Informal"
2653,"Gauteng","Urban",6,"Low","EA_0038","Townhouse"
2654,"Gauteng","Urban",3,"Medium","EA_0397","House"
2655,"North West","Urban",2,"Low","EA_0473","Flat"
2656,"Gauteng","Rural",3,"Medium","EA_0280","House"
2657,"Gauteng","Urban",8,"High","EA_0073","House"
2658,"Northern Cape","Urban",6,"Low","EA_0080","Townhouse"
2659,"Gauteng","Urban",5,"Medium","EA_0459","House"
2660,"Gauteng","Rural",7,"Medium","EA_0076","House"
2661,"Western Cape","Urban",7,"Medium","EA_0396","Townhouse"
2662,"Gauteng","Urban",3,"Low","EA_0405","Flat"
2663,"Western Cape","Urban",4,"Medium","EA_0084","House"
2664,"Gauteng","Urban",2,"Low","EA_0089","Flat"
2665,"Western Cape","Rural",1,"Low","EA_0353","Traditional"
2666,"KwaZulu-Natal","Urban",6,"High","EA_0196","Informal"
2667,"Gauteng","Rural",5,"Medium","EA_0209","House"
2668,"Gauteng","Urban",5,"Low","EA_0306","Townhouse"
2669,"Western Cape","Urban",6,"Medium","EA_0429","House"
2670,"Mpumalanga","Urban",4,"Low","EA_0224","House"
2671,"KwaZulu-Natal","Rural",6,"Low","EA_0051","Traditional"
2672,"Northern Cape","Rural",5,"Medium","EA_0430","Traditional"
2673,"Western Cape","Rural",3,"Low","EA_0368","House"
2674,"KwaZulu-Natal","Rural",6,"Medium","EA_0454","House"
2675,"Gauteng","Rural",4,"Low","EA_0133","Traditional"
2676,"Western Cape","Urban",4,"Medium","EA_0040","House"
2677,"Mpumalanga","Urban",5,"Medium","EA_0047","Flat"
2678,"Mpumalanga","Rural",6,"Medium","EA_0420","Informal"
2679,"Eastern Cape","Urban",4,"Medium","EA_0030","Flat"
2680,"Gauteng","Urban",4,"Medium","EA_0223","Informal"
2681,"Limpopo","Urban",7,"Medium","EA_0461","Flat"
2682,"Western Cape","Urban",4,"High","EA_0472","Townhouse"
2683,"KwaZulu-Natal","Rural",7,"Low","EA_0196","House"
2684,"KwaZulu-Natal","Urban",6,"Medium","EA_0379","Townhouse"
2685,"North West","Urban",5,"Low","EA_0415","Flat"
2686,"KwaZulu-Natal","Urban",5,"Medium","EA_0468","Flat"
2687,"KwaZulu-Natal","Urban",8,"Medium","EA_0029","House"
2688,"Western Cape","Urban",4,"Low","EA_0114","Townhouse"
2689,"KwaZulu-Natal","Urban",5,"Medium","EA_0003","House"
2690,"Gauteng","Urban",3,"High","EA_0328","House"
2691,"Mpumalanga","Urban",3,"Medium","EA_0319","Townhouse"
2692,"Mpumalanga","Rural",3,"Medium","EA_0124","House"
2693,"Gauteng","Urban",5,"Low","EA_0437","House"
2694,"Mpumalanga","Urban",3,"Low","EA_0142","Informal"
2695,"KwaZulu-Natal","Urban",7,"Low","EA_0495","House"
2696,"Limpopo","Urban",6,"Low","EA_0218","Flat"
2697,"Gauteng","Rural",5,"High","EA_0430","Traditional"
2698,"Western Cape","Urban",8,"Low","EA_0234","Flat"
2699,"Limpopo","Urban",2,"Medium","EA_0442","House"
2700,"Eastern Cape","Urban",4,"Medium","EA_0123","House"
2701,"Mpumalanga","Urban",6,"Low","EA_0390","Flat"
2702,"Western Cape","Urban",9,"Low","EA_0190","Flat"
2703,"North West","Urban",3,"Low","EA_0354","House"
2704,"Eastern Cape","Rural",6,"Medium","EA_0455","House"
2705,"Limpopo","Rural",3,"Medium","EA_0300","Informal"
2706,"Gauteng","Urban",3,"Medium","EA_0186","Flat"
2707,"Gauteng","Rural",5,"Low","EA_0210","Traditional"
2708,"KwaZulu-Natal","Urban",2,"Low","EA_0019","House"
2709,"Gauteng","Urban",6,"High","EA_0255","Flat"
2710,"KwaZulu-Natal","Urban",5,"Low","EA_0129","Flat"
2711,"Western Cape","Rural",4,"Low","EA_0096","House"
2712,"Western Cape","Urban",5,"High","EA_0163","Townhouse"
2713,"Eastern Cape","Rural",5,"Low","EA_0409","Traditional"
2714,"North West","Urban",5,"High","EA_0383","Flat"
2715,"Free State","Rural",2,"Low","EA_0489","House"
2716,"Western Cape","Urban",11,"Low","EA_0050","House"
2717,"Mpumalanga","Urban",2,"Low","EA_0401","House"
2718,"Gauteng","Urban",3,"Medium","EA_0117","House"
2719,"Western Cape","Urban",2,"Low","EA_0402","House"
2720,"Gauteng","Urban",4,"High","EA_0171","Flat"
2721,"Gauteng","Rural",3,"Medium","EA_0455","House"
2722,"KwaZulu-Natal","Urban",2,"Medium","EA_0006","Flat"
2723,"Gauteng","Rural",7,"High","EA_0420","House"
2724,"Western Cape","Rural",2,"Low","EA_0126","House"
2725,"Gauteng","Rural",6,"Low","EA_0290","House"
2726,"Western Cape","Rural",6,"Medium","EA_0127","House"
2727,"KwaZulu-Natal","Urban",3,"Low","EA_0088","House"
2728,"Limpopo","Urban",5,"Low","EA_0433","House"
2729,"KwaZulu-Natal","Urban",7,"Low","EA_0455","House"
2730,"Western Cape","Urban",5,"Low","EA_0062","Townhouse"
2731,"Gauteng","Urban",8,"Low","EA_0252","Townhouse"
2732,"North West","Urban",3,"Medium","EA_0289","Flat"
2733,"Gauteng","Urban",7,"Low","EA_0391","House"
2734,"KwaZulu-Natal","Urban",4,"Low","EA_0018","Townhouse"
2735,"KwaZulu-Natal","Rural",6,"High","EA_0311","House"
2736,"Western Cape","Rural",7,"Low","EA_0212","House"
2737,"KwaZulu-Natal","Rural",1,"Low","EA_0306","House"
2738,"Western Cape","Urban",6,"Medium","EA_0031","Townhouse"
2739,"Gauteng","Rural",5,"Medium","EA_0162","House"
2740,"Eastern Cape","Rural",4,"Medium","EA_0058","Traditional"
2741,"Eastern Cape","Urban",5,"Medium","EA_0326","House"
2742,"Limpopo","Urban",2,"Low","EA_0036","Flat"
2743,"Gauteng","Urban",3,"Medium","EA_0452","House"
2744,"Western Cape","Urban",3,"Low","EA_0039","Informal"
2745,"Gauteng","Urban",5,"Medium","EA_0088","Flat"
2746,"North West","Urban",5,"High","EA_0346","Townhouse"
2747,"Eastern Cape","Rural",3,"Medium","EA_0091","House"
2748,"Western Cape","Rural",3,"High","EA_0217","House"
2749,"Free State","Urban",4,"Low","EA_0340","Flat"
2750,"KwaZulu-Natal","Urban",3,"Medium","EA_0322","House"
2751,"Free State","Urban",2,"Medium","EA_0071","House"
2752,"KwaZulu-Natal","Urban",3,"Medium","EA_0269","House"
2753,"Western Cape","Rural",8,"Low","EA_0128","Traditional"
2754,"Gauteng","Urban",6,"High","EA_0373","Flat"
2755,"KwaZulu-Natal","Rural",4,"Low","EA_0257","House"
2756,"Gauteng","Urban",4,"Medium","EA_0129","Flat"
2757,"Gauteng","Urban",5,"Medium","EA_0383","Townhouse"
2758,"Northern Cape","Rural",5,"Medium","EA_0389","House"
2759,"Western Cape","Urban",3,"Low","EA_0243","House"
2760,"Western Cape","Urban",6,"Medium","EA_0179","House"
2761,"Gauteng","Urban",3,"Medium","EA_0100","House"
2762,"Gauteng","Urban",6,"Low","EA_0253","Townhouse"
2763,"KwaZulu-Natal","Urban",4,"Medium","EA_0126","Townhouse"
2764,"Western Cape","Urban",3,"Low","EA_0369","Flat"
2765,"KwaZulu-Natal","Rural",3,"Low","EA_0014","House"
2766,"Western Cape","Rural",6,"Medium","EA_0035","House"
2767,"Western Cape","Urban",4,"Medium","EA_0201","House"
2768,"Gauteng","Urban",4,"Low","EA_0325","House"
2769,"Gauteng","Urban",4,"Low","EA_0149","House"
2770,"Eastern Cape","Urban",7,"Low","EA_0271","Flat"
2771,"Eastern Cape","Urban",5,"Low","EA_0496","Flat"
2772,"KwaZulu-Natal","Urban",6,"Medium","EA_0173","House"
2773,"Western Cape","Urban",3,"Medium","EA_0413","House"
2774,"Northern Cape","Rural",6,"Medium","EA_0037","Traditional"
2775,"Free State","Rural",4,"Medium","EA_0002","House"
2776,"Free State","Rural",5,"Medium","EA_0482","Traditional"
2777,"Mpumalanga","Urban",1,"Medium","EA_0043","Townhouse"
2778,"Eastern Cape","Urban",4,"Low","EA_0203","House"
2779,"North West","Urban",9,"High","EA_0481","House"
2780,"Mpumalanga","Rural",5,"Low","EA_0138","House"
2781,"Free State","Urban",5,"Low","EA_0287","Townhouse"
2782,"Gauteng","Urban",4,"High","EA_0263","Townhouse"
2783,"Eastern Cape","Urban",4,"Low","EA_0055","House"
2784,"Eastern Cape","Urban",4,"Medium","EA_0379","Townhouse"
2785,"Eastern Cape","Urban",6,"Low","EA_0280","Informal"
2786,"Northern Cape","Urban",3,"Low","EA_0192","Flat"
2787,"Western Cape","Urban",7,"Low","EA_0246","Townhouse"
2788,"Mpumalanga","Rural",4,"Medium","EA_0084","House"
2789,"Gauteng","Urban",6,"Low","EA_0493","Townhouse"
2790,"Western Cape","Rural",7,"Medium","EA_0259","Informal"
2791,"Gauteng","Rural",11,"Low","EA_0469","Informal"
