"response_id","household_id","mode_sequence","initial_mode","final_mode","n_mode_switches","web_attempt_date","web_response","phone_attempt_date","phone_response","f2f_attempt_date","f2f_response","final_response_status","response_propensity_score","mode_preference_stated","device_type","completion_time_minutes","data_quality_score","item_nonresponse_rate","straightlining_detected","mode_effect_adjustment","cost_total","interviewer_id","paradata_available"
"MM00576","HH01317","Phone-F2F","Phone","Face-to-face",1,2024-01-20,"No response",19755,"No response",19768,"Complete","Complete",0.337903311059627,"Face-to-face","Desktop",57,83.8549819644407,0.067395141380846,0,0.892460291264388,29.65,"INT041",0
"MM00577","HH01228","Web only","Web","Web",2,2024-01-11,"No response",NA,NA,NA,NA,"No response",0.369689528171143,"Web","Desktop",30,60.6273733475245,0.305019203756726,0,1.04599566583719,4.32,NA,1
"MM00578","HH00027","Web-Phone","Web","Phone",0,2024-01-10,"Complete",19744,"Complete",NA,NA,"Complete",0.448468419375015,"No preference","NA",50,82.9920830108044,0.0930045130861889,0,1.06157678397034,8.7,"INT016",0
"MM00579","HH01238","Phone-F2F","Phone","Face-to-face",2,2024-01-30,"No response",19763,"Partial",19769,"Complete","Complete",0.275080863640102,"Face-to-face","Tablet",38,77.1482239866224,0.235394917584608,0,1.01449013303184,26.75,"INT029",1
"MM00580","HH00728","Web-Phone","Web","Phone",0,2024-01-11,"No response",19751,"Partial",NA,NA,"Partial",0.628289025758796,"Face-to-face","Desktop",32,76.7301281472889,0.342798189134989,1,1.24791097462616,8.89,"INT044",0
"MM00581","HH00172","Web-Phone","Web","Phone",0,2024-01-22,"Partial",19764,"Partial",NA,NA,"Partial",0.443666747221562,"No preference","Desktop",38,79.9823675533806,0.0310603638984508,0,1.02650280561008,11.63,"INT012",0
"MM00582","HH00443","F2F only","Face-to-face","Face-to-face",0,2024-01-15,"Complete",NA,NA,19751,"Complete","Complete",0.414470367594588,"No preference","Mobile",53,55.4306830879712,0.167147136805436,0,1.02228027188507,42.4,"INT025",1
"MM00583","HH00656","Phone-F2F","Phone","Face-to-face",2,2024-01-25,"No response",19768,"Complete",19782,"Complete","Complete",0.430894084798315,"Web","Mobile",52,70.5148467048063,0.135006023061334,0,0.971887550841634,42.19,"INT013",1
"MM00584","HH00152","Phone-F2F","Phone","Face-to-face",2,2024-01-15,"Complete",19745,"Complete",19760,"Complete","Complete",0.51074346379051,"No preference","Desktop",40,64.0415804728709,0.0826757271347702,0,0.841804580405924,40.3,"INT022",1
"MM00585","HH00106","Phone-F2F","Phone","Face-to-face",1,2024-01-05,"No response",19741,"No response",19745,"Complete","Complete",0.0683225919008473,"No preference","Mobile",57,100.781374235782,0.156808363839034,0,0.83266436943821,40.13,"INT013",1
"MM00586","HH00342","Web-F2F","Web","Face-to-face",2,2024-01-29,"No response",NA,NA,19770,"Partial","Partial",0.365467589523418,"Phone","NA",35,45.6132008856861,0.102432767989625,0,0.922013157369963,30.27,"INT037",1
"MM00587","HH01291","Phone-F2F","Phone","Face-to-face",1,2024-01-15,"Complete",19748,"Complete",19758,"Complete","Complete",0.701957939565062,"No preference","Mobile",47,53.7695860286621,0.0432398109085262,0,0.872293892232526,27.77,"INT018",1
"MM00588","HH01241","Web-F2F","Web","Face-to-face",0,2024-01-09,"No response",NA,NA,19747,"Complete","Complete",0.117064908610339,"No preference","Mobile",42,68.7351231288628,0.203057238573198,0,0.959439075914379,37.61,"INT022",0
"MM00589","HH00383","Phone-F2F","Phone","Face-to-face",3,2024-01-09,"Complete",19745,"Complete",19759,"Complete","Complete",0.235926746857712,"Web","Mobile",38,101.88882180606,0.0556957596087152,0,0.972984646908146,46.55,"INT048",1
"MM00590","HH00827","Web-Phone","Web","Phone",1,2024-01-04,"No response",19746,"No response",NA,NA,"No response",0.250143128747024,"Web","Desktop",36,87.7250048614223,0.212949073367024,0,1.1928617116239,13.88,"INT048",1
"MM00591","HH00280","Phone-F2F","Phone","Face-to-face",0,2024-01-26,"Complete",19760,"Complete",19770,"Complete","Complete",0.447978643661537,"No preference","Desktop",39,54.9927176332406,0.0444380099872481,0,1.05450998067682,37.97,"INT037",1
"MM00592","HH01115","Phone-F2F","Phone","Face-to-face",0,2024-01-28,"Complete",19768,"No response",19766,"Complete","Complete",0.717874575490409,"Web","Desktop",57,70.7165125118951,0.113842874149699,0,1.09504162674173,38.48,"INT040",1
"MM00593","HH00868","Web-F2F","Web","Face-to-face",3,2024-01-08,"Complete",NA,NA,19748,"Complete","Complete",0.116071204406128,"Face-to-face","Desktop",48,50.0206145276037,0.0481948662308988,0,1.03391027836819,34.97,"INT038",0
"MM00594","HH00851","F2F only","Face-to-face","Face-to-face",1,2024-01-28,"Partial",NA,NA,19769,"Complete","Complete",0.477928300577352,"No preference","Desktop",46,88.379814330905,0.0585449390197578,1,0.825549781714985,26.29,"INT017",1
"MM00595","HH00223","Web-F2F","Web","Face-to-face",0,2024-01-11,"Complete",NA,NA,19754,"Partial","Partial",0.783491342833438,"Web","Desktop",38,63.953042493466,0.191194801139565,0,0.972153954631783,46.27,"INT045",0
"MM00596","HH00300","F2F only","Face-to-face","Face-to-face",0,2024-01-03,"No response",NA,NA,19753,"Complete","Complete",0.700194077408514,"Phone","Mobile",59,53.0134766568806,0.094466936184735,0,0.923858952821634,37.27,"INT037",1
"MM00597","HH00499","Web-Phone","Web","Phone",2,2024-01-08,"Complete",19747,"Partial",NA,NA,"Partial",0.225153033058427,"Web","NA",42,72.1629692135089,0.118818818162098,0,0.886763219662458,8.15,"INT033",0
"MM00598","HH01288","Web-F2F","Web","Face-to-face",0,2024-01-13,"No response",NA,NA,19765,"Complete","Complete",0.695628603596649,"Face-to-face","Desktop",47,76.2241162749703,0.0870798945409185,0,1.03214561369788,28.55,"INT010",0
"MM00599","HH00518","F2F only","Face-to-face","Face-to-face",0,2024-01-05,"Partial",NA,NA,19758,"Complete","Complete",0.195030523465596,"Web","Desktop",53,66.7027750428496,0.0826985485928403,0,1.15741011765687,28.16,"INT025",0
"MM00600","HH00701","Web only","Web","Web",1,2024-01-04,"Complete",NA,NA,NA,NA,"Complete",0.23189930001337,"No preference","Mobile",36,96.5148744410417,0.043621546256588,0,1.24395110075361,3.53,NA,1
"MM00601","HH01497","Web-Phone","Web","Phone",0,2024-01-02,"Complete",19735,"No response",NA,NA,"No response",0.364125663974718,"Web","Desktop",24,68.540253958819,0.0158593204434238,0,1.0345470863085,9.85,"INT040",0
"MM00602","HH00266","Web-F2F","Web","Face-to-face",1,2024-01-04,"Complete",NA,NA,19755,"Complete","Complete",0.14829426564078,"Web","Mobile",29,78.974857501229,0.129724201333409,0,1.07528107959641,45.44,"INT001",1
"MM00603","HH01444","Phone-F2F","Phone","Face-to-face",1,2024-01-21,"Partial",19750,"No response",19773,"Complete","Complete",0.440916700341117,"No preference","Mobile",56,57.1496128919073,0.0420788378354474,0,0.99839247996293,40.02,"INT019",1
"MM00604","HH00478","Web only","Web","Web",0,2024-01-15,"Complete",NA,NA,NA,NA,"Complete",0.504658363991138,"No preference","NA",27,99.3836883851733,0.174611582719994,0,0.777086996691358,3.1,NA,1
"MM00605","HH00807","Web-Phone","Web","Phone",1,2024-01-16,"No response",19757,"No response",NA,NA,"No response",0.569399172887107,"Web","Desktop",39,56.4155011384367,0.00618404969558082,0,1.0237000908304,10.59,"INT032",0
"MM00606","HH00195","Phone-F2F","Phone","Face-to-face",0,2024-01-06,"Partial",19736,"Partial",19751,"Complete","Complete",0.446004450376401,"No preference","Tablet",61,56.5679659714875,0.255357672476744,0,0.948105479952279,31.98,"INT049",1
"MM00607","HH00991","F2F only","Face-to-face","Face-to-face",0,2024-01-19,"No response",NA,NA,19774,"Complete","Complete",0.373470706594656,"Web","NA",45,64.503032225226,0.156925613790247,0,1.03007750631838,36.4,"INT038",1
"MM00608","HH01277","F2F only","Face-to-face","Face-to-face",3,2024-01-02,"Complete",NA,NA,19750,"Complete","Complete",0.832431763819488,"Web","NA",37,67.5117063135925,0.0302943408951378,0,1.09782148468191,25.95,"INT022",1
"MM00609","HH00707","Web-F2F","Web","Face-to-face",0,2024-01-31,"No response",NA,NA,19786,"Complete","Complete",0.564972393516573,"Face-to-face","NA",55,79.2319897799723,0.0534847019546639,0,0.887461198849372,31.92,"INT022",1
"MM00610","HH00456","Web-Phone","Web","Phone",0,2024-01-09,"Complete",19752,"No response",NA,NA,"No response",0.258520269452257,"Face-to-face","NA",20,73.6199141991295,0.207065171642129,0,0.974652085885431,10.7,"INT004",0
"MM00611","HH00757","Web-Phone","Web","Phone",1,2024-01-27,"No response",19756,"No response",NA,NA,"No response",0.312620513993571,"Phone","Mobile",45,89.5032690772266,0.118425994827564,0,1.03466830371602,11.21,"INT015",0
"MM00612","HH01119","F2F only","Face-to-face","Face-to-face",0,2024-01-14,"Partial",NA,NA,19750,"Complete","Complete",0.715767088004237,"Face-to-face","Mobile",51,100.665950958827,0.203454765302535,0,0.949971086519418,37.47,"INT037",0
"MM00613","HH00474","Phone-F2F","Phone","Face-to-face",0,2024-01-01,"Partial",19738,"No response",19740,"Refused","Refused",0.775646567353959,"Web","NA",38,71.1265381338925,0.0878638675857013,1,1.0088986612963,25.07,"INT012",1
"MM00614","HH01313","Web-Phone","Web","Phone",2,2024-01-21,"No response",19754,"Complete",NA,NA,"Complete",0.293803529487801,"Web","Tablet",29,87.9610328574088,0.0288426156332858,0,0.983951421356439,8.74,"INT042",1
"MM00615","HH01257","F2F only","Face-to-face","Face-to-face",0,2024-01-09,"Complete",NA,NA,19749,"Complete","Complete",0.550399645373396,"No preference","NA",31,55.7496645408401,0.266171162352646,0,0.991923588369493,25.58,"INT014",1
"MM00616","HH01111","Web-Phone","Web","Phone",2,2024-01-27,"No response",19756,"No response",NA,NA,"No response",0.387615267961693,"No preference","Mobile",47,54.1703715800241,0.0341726174349857,0,1.0402105692551,13.12,"INT013",1
"MM00617","HH00877","Web-Phone","Web","Phone",0,2024-01-05,"Complete",19734,"No response",NA,NA,"No response",0.381084525280638,"Web","NA",38,74.9477378930532,0.175037535701318,0,0.94555635226565,13.38,"INT038",1
"MM00618","HH00194","Web only","Web","Web",1,2024-01-09,"Complete",NA,NA,NA,NA,"Complete",0.500633427127107,"Face-to-face","Mobile",26,60.3150901302928,0.293429636329989,0,1.01748390279054,2.08,NA,1
"MM00619","HH00775","F2F only","Face-to-face","Face-to-face",0,2024-01-20,"Complete",NA,NA,19756,"Partial","Partial",0.203763737527896,"Web","Desktop",31,59.2314711361013,0.0998378735194398,0,1.01986057563674,39.95,"INT048",1
"MM00620","HH01414","Web-F2F","Web","Face-to-face",0,2024-01-27,"No response",NA,NA,19767,"Partial","Partial",0.315264350690694,"Web","Desktop",66,78.3794863383186,0.0916359666004008,0,1.07336340945469,33.61,"INT020",0
"MM00621","HH00524","Web-F2F","Web","Face-to-face",2,2024-01-21,"Complete",NA,NA,19761,"Complete","Complete",0.554612098963595,"Web","Desktop",66,71.3638948663083,0.0423423911364671,0,1.07723473596074,49.23,"INT020",1
"MM00622","HH00353","Web only","Web","Web",0,2024-01-10,"Partial",NA,NA,NA,NA,"Partial",0.453672166240268,"Face-to-face","Mobile",36,60.1156187300967,0.0210355869555666,0,1.00559251245309,2.33,NA,1
"MM00623","HH00610","Web only","Web","Web",3,2024-01-21,"No response",NA,NA,NA,NA,"No response",0.509885990132432,"Face-to-face","NA",35,77.0234866390648,0.0771303086970469,0,0.933757048524536,2.79,NA,0
"MM00624","HH00765","Web-Phone","Web","Phone",2,2024-01-10,"No response",19744,"Complete",NA,NA,"Complete",0.335768045939196,"Face-to-face","Desktop",34,80.3936783997419,0.021058444225601,1,1.07270023686994,13.08,"INT021",1
"MM00625","HH00192","Phone-F2F","Phone","Face-to-face",1,2024-01-24,"No response",19767,"Complete",19781,"Complete","Complete",0.211069720868266,"Face-to-face","NA",48,64.8045569576723,0.0216632673830162,0,1.11340947339962,47.95,"INT037",1
"MM00626","HH00332","Web-F2F","Web","Face-to-face",0,2024-01-05,"Complete",NA,NA,19762,"Complete","Complete",0.125482315375711,"Web","Desktop",74,70.5393384601286,0.0589657913844929,0,0.95490639790553,45.38,"INT040",1
"MM00627","HH01097","Phone-F2F","Phone","Face-to-face",1,2024-01-06,"No response",19746,"Partial",19752,"Complete","Complete",0.514756440589167,"Face-to-face","Desktop",40,77.2774793210957,0.0011133000257709,0,1.09377907012744,35.3,"INT036",1
"MM00628","HH00832","Web-F2F","Web","Face-to-face",1,2024-01-24,"Partial",NA,NA,19762,"Complete","Complete",0.60524699930109,"Web","Tablet",41,67.7864096055109,0.0295426603068406,0,1.00559812111112,26.87,"INT049",0
"MM00629","HH00014","F2F only","Face-to-face","Face-to-face",1,2024-01-25,"No response",NA,NA,19775,"Complete","Complete",0.466362960409171,"No preference","NA",57,86.1218420112004,0.0388790230294766,0,1.0878524050753,31.55,"INT029",0
"MM00630","HH01085","Web only","Web","Web",1,2024-01-06,"No response",NA,NA,NA,NA,"No response",0.899923076927679,"Web","Tablet",25,78.5640938850385,0.0563946877748663,0,0.97596488014482,2.76,NA,0
"MM00631","HH01487","Phone-F2F","Phone","Face-to-face",1,2024-01-12,"No response",19748,"No response",19761,"Partial","Partial",0.223418478194237,"No preference","Mobile",65,95.7788609406612,0.0682558373205183,0,1.08640622753253,35.41,"INT020",1
"MM00632","HH00161","Phone-F2F","Phone","Face-to-face",2,2024-01-25,"Complete",19767,"No response",19768,"Complete","Complete",0.385961898355028,"Web","Mobile",50,79.1898819268841,0.0609997371399853,0,0.907383822890293,33.35,"INT047",1
"MM00633","HH01387","F2F only","Face-to-face","Face-to-face",0,2024-01-13,"No response",NA,NA,19758,"Complete","Complete",0.297152404383493,"Web","NA",39,78.7483938168681,0.09834149002573,1,0.997685826247268,41.76,"INT021",1
"MM00634","HH00105","F2F only","Face-to-face","Face-to-face",1,2024-01-08,"No response",NA,NA,19758,"Complete","Complete",0.380339706360278,"Face-to-face","NA",30,102.012524823302,0.0396536822483613,0,1.1162796886644,48.81,"INT001",1
"MM00635","HH00509","Phone-F2F","Phone","Face-to-face",0,2024-01-22,"Complete",19752,"Partial",19771,"Partial","Partial",0.60215947475343,"Face-to-face","Mobile",35,72.0007948244006,0.0945341737894536,0,1.06998724515788,27.23,"INT033",0
"MM00636","HH01158","F2F only","Face-to-face","Face-to-face",1,2024-01-02,"No response",NA,NA,19751,"Complete","Complete",0.496894651599956,"Face-to-face","Desktop",53,86.0636588587572,0.142176928258352,0,0.939046614381339,44.28,"INT036",1
"MM00637","HH00635","F2F only","Face-to-face","Face-to-face",0,2024-01-26,"No response",NA,NA,19783,"Complete","Complete",0.736916300379593,"Web","Desktop",46,64.1594982152507,0.06475279753746,0,1.26875591685473,25.13,"INT015",1
"MM00638","HH01427","Web-F2F","Web","Face-to-face",0,2024-01-24,"No response",NA,NA,19762,"Partial","Partial",0.367841269385101,"Face-to-face","Mobile",56,67.1249509533196,0.070638295503345,0,1.06319574510037,36.76,"INT022",1
"MM00639","HH00473","F2F only","Face-to-face","Face-to-face",0,2024-01-19,"Partial",NA,NA,19775,"Complete","Complete",0.527180683642328,"Web","Tablet",40,94.5463223862612,0.100116882285206,0,1.08588825104314,46.33,"INT017",1
"MM00640","HH00547","Web-Phone","Web","Phone",0,2024-01-05,"No response",19742,"No response",NA,NA,"No response",0.300656247617935,"Web","Mobile",33,64.6856590593782,0.0667151217978994,0,0.957231533514673,14.65,"INT037",1
"MM00641","HH01101","Web-F2F","Web","Face-to-face",1,2024-01-31,"No response",NA,NA,19774,"Partial","Partial",0.522874314124798,"Face-to-face","Desktop",46,58.5313693935136,0.138208795037778,0,0.915011568420488,41.43,"INT039",1
"MM00642","HH00179","Web-F2F","Web","Face-to-face",0,2024-01-15,"No response",NA,NA,19757,"Complete","Complete",0.395770328167627,"Face-to-face","Mobile",44,77.6011280363901,0.080069731764128,0,0.935671552817704,49.05,"INT034",1
"MM00643","HH01364","Phone-F2F","Phone","Face-to-face",1,2024-01-22,"Partial",19756,"No response",19778,"Complete","Complete",0.418716496791455,"Phone","Desktop",48,79.3023599760867,0.104297063498069,0,1.03884487598718,45.79,"INT043",1
"MM00644","HH00007","Web-Phone","Web","Phone",2,2024-01-14,"Complete",19756,"Complete",NA,NA,"Complete",0.389152626597426,"Face-to-face","Mobile",54,67.7697988337576,0.151783223643713,0,0.664412289421343,13.38,"INT034",0
"MM00645","HH00238","Web-Phone","Web","Phone",1,2024-01-07,"No response",19739,"Partial",NA,NA,"Partial",0.53416243432819,"Phone","Desktop",35,67.858954111475,0.193318883041173,0,1.02069062451592,8.52,"INT044",1
"MM00646","HH00562","Web only","Web","Web",1,2024-01-30,"Partial",NA,NA,NA,NA,"Partial",0.457078391648928,"Face-to-face","Mobile",18,78.531305639956,0.045310330137976,0,1.0290595158252,2.32,NA,1
"MM00647","HH01276","F2F only","Face-to-face","Face-to-face",0,2024-01-29,"No response",NA,NA,19775,"Refused","Refused",0.628958466465558,"Phone","Mobile",55,80.7941770064888,0.0743312805452137,0,0.998354036624282,30.73,"INT042",0
"MM00648","HH00087","Web-F2F","Web","Face-to-face",1,2024-01-15,"No response",NA,NA,19756,"Complete","Complete",0.434547913743467,"Phone","Mobile",57,98.7320274179369,0.109083692862094,1,0.972891863648083,48.57,"INT050",1
"MM00649","HH01452","Web-Phone","Web","Phone",2,2024-01-06,"Partial",19749,"No response",NA,NA,"No response",0.585434876223721,"Phone","Desktop",33,85.905049385144,0.227163927143572,0,0.937746110343065,14.4,"INT029",1
"MM00650","HH01363","Phone-F2F","Phone","Face-to-face",1,2024-01-09,"Partial",19750,"Complete",19766,"Complete","Complete",0.464226510507768,"Phone","Tablet",39,68.2873630504813,0.0483685025987768,0,1.23291131546616,48.42,"INT001",1
"MM00651","HH00914","Web-Phone","Web","Phone",0,2024-01-10,"No response",19739,"Partial",NA,NA,"Partial",0.338052027318365,"Phone","Mobile",28,65.1405423137585,0.0823072405233888,1,1.06926308047417,14.63,"INT043",1
"MM00652","HH01037","F2F only","Face-to-face","Face-to-face",0,2024-01-11,"Complete",NA,NA,19768,"Complete","Complete",0.216689992366939,"Phone","NA",40,78.3474038276115,0.0110824032986048,0,1.0105199246929,43.93,"INT004",0
"MM00653","HH01306","Web only","Web","Web",1,2024-01-19,"No response",NA,NA,NA,NA,"No response",0.652316139744984,"Phone","Mobile",23,85.3797276868841,0.0829977634303986,0,0.935956748793721,2.5,NA,1
"MM00654","HH00786","Web only","Web","Web",2,2024-01-02,"No response",NA,NA,NA,NA,"No response",0.115239912145152,"Face-to-face","NA",22,88.6690959515586,0.0877258207743545,0,0.912155807989673,3.09,NA,1
"MM00655","HH00147","Web-F2F","Web","Face-to-face",1,2024-01-05,"No response",NA,NA,19743,"Complete","Complete",0.451282500352044,"Phone","Mobile",47,75.8844196969819,0.161852559665672,1,0.921522857495291,29.71,"INT030",1
"MM00656","HH01076","F2F only","Face-to-face","Face-to-face",1,2024-01-31,"Complete",NA,NA,19775,"Complete","Complete",0.516519911326308,"No preference","Mobile",46,96.6929568310908,0.0609766936644509,0,1.04250472941322,28.52,"INT016",1
"MM00657","HH00315","Web-Phone","Web","Phone",0,2024-01-16,"No response",19750,"Complete",NA,NA,"Complete",0.291834806743419,"Web","Desktop",47,95.0413140771213,0.0511062779146359,0,0.873543849865777,8.9,"INT028",0
"MM00658","HH00044","Web-F2F","Web","Face-to-face",2,2024-01-09,"Complete",NA,NA,19764,"Partial","Partial",0.462266993617967,"No preference","NA",55,55.9918748348524,0.0908698714812732,0,1.0814703930052,28.04,"INT005",1
